OBJECTID,Name,LOCATION_D,STREET_FRO,STREET_TO,LATITUDE,LONGITUDE,LAT_DECIMAL,LON_DECIMAL,ROUTE_NAME,StationType,ROUTE_ID,GlobalID,Visible,AADT_2007,AADT_2008,AADT_2009,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT_2019,Shape,AADT_2020,HourlyLabel,HourlyLink,ATRLabel,ATRLink,WeeklyLabel,WeeklyLink,PermanentDivider,JanLabel,FebLabel,MarLabel,AprLabel,MayLabel,JunLabel,JulLabel,AugLabel,SepLabel,OctLabel,NovLabel,DecLabel,JanLink,FebLink,MarLink,AprLink,MayLink,JunLink,JulLink,AugLink,SepLink,OctLink,NovLink,DecLink,MonthlyLabel
7235,0030931,35ft N of Burkholder Blvd,Burkholder Blvd,Lake Mead Pkwy,,,36.04,-114.97,Center St,ShortTerm,,{1AD3A4BB-1299-40D4-AC23-E81A6C68FEA8},Y,"5,100.00","5,100.00","4,600","5,000","4,400","3,900","4,200","4,200","3,800","4,100","4,300","4,350","3,650",,"2,850",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030931.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7236,0030935,405ft E of SR612 (Nellis Blvd),Lamb Blvd,Cabana Dr,,,36.13,-115.06,E Desert Inn Rd,ShortTerm,,{8AD73DD5-0BE6-4047-B0DD-197B9B34E34C},Y,"9,300.00","8,800.00","11,000","10,000","10,000","9,500","10,000","10,500","11,500","12,000","12,200","11,100","11,200",,"9,050",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030935.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7237,0030937,130ft S of Van Buren Ave,Washington Ave,Lake Mead Blvd,,,36.19,-115.15,'H' St,ShortTerm,,{D71334A8-5950-4253-AEDE-286819FC32A7},Y,"7,300.00","7,200.00","6,100","6,300","5,900","4,900","5,800","6,000","5,600","6,000","6,000","6,050","5,800",,"4,500",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030937.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7252,0030967,200ft S of Quantum Ln,Rancho Dr,Ann Rd,,,36.25,-115.23,Torrey Pines Dr,ShortTerm,,{F22A7408-B4E9-4489-8D47-492427F13C69},Y,,0.00,0,,,"2,200","2,100","2,100","2,600","2,700","3,000","2,850","3,100",,"2,400",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030967.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7259,0031594,.2 mi W of Arville St,Decatur Blvd,Valley View Blvd,,,36.14,-115.20,Pennwod Ave,ShortTerm,,{1F364CBF-3CAA-40FF-A175-BB5615795130},Y,,,0,,,,"6,300","4,900","6,500","6,600","5,700","6,100","5,900",,"4,950",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031594.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7260,0031220,400ft S of Shelbourne Ave,Torina Ave,Windmill Ln,,,36.04,-115.23,Jones Blvd,ShortTerm,,{9ECCEF85-A3AF-47DE-B9BE-4E06E41DD488},Y,,,0,,,,"4,500","4,100","4,700","5,000","5,100","5,600","5,250",,"4,150",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031220.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7261,0031606,270ft N of Twain Ave,Twain Ave,Desert Inn Rd,,,36.12,-115.31,Grand Canyon Dr,ShortTerm,,{7BD7C5B3-095E-46BF-9C5F-4792AE543A56},Y,,,0,,,,,"2,200","2,400","2,600","2,600","2,700","2,850",,"2,200",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031606.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7262,0031549,400ft W of Walnut Rd,Pecos Rd,Lamb Blvd,,,36.21,-115.09,Alto Ave,ShortTerm,,{DBD76397-095B-4165-861C-2A63237DEF97},Y,,,0,,,,"2,000","1,300","1,300","1,400","1,300","1,200","1,300",,900,Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031549.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7263,0031558,350ft N of Peace Way,Peace Way,Flamingo Rd,,,36.11,-115.31,Grand Canyon Dr,ShortTerm,,{EFC042C4-E617-4A47-BAB6-7BF492FDFC40},Y,,,0,,,,,"8,000","8,000","8,000","8,900","9,200","9,500",,"7,750",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031558.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7265,0031568,835ft W of Tenaya Way,Buffalo Dr,Tenaya Way,,,36.21,-115.25,Peak Dr,ShortTerm,,{B662102B-1EC1-484C-8153-233B8BB4F07D},Y,,,,,,,,"2,400","3,000","2,500","2,800","3,250","3,400",,"2,600",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031568.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7269,0031604,780ft W of Eastern Ave,Eastern Ave,SR146,,,36.00,-115.11,Coronado Center Dr,ShortTerm,,{67825009-50C8-4829-98BA-B35504CA7AD2},Y,,,0,,,,"5,700","5,500","6,200","6,600","6,900","6,900","8,000",,"5,450",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031604.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7271,0031543,500ft S of Vegas Dr,Summerlin Pkwy,Vegas Dr,,,36.19,-115.28,Durango Dr,ShortTerm,,{F270022E-C7ED-4C7E-85A6-728069652145},Y,,,0,,,,"8,500","7,700","8,900","8,800","8,900","8,950","8,900",,"6,650",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031543.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7278,0030769,250ft S of SR160,SR160,Silverado Ranch Blvd,,,36.03,-115.22,Lindell Rd,ShortTerm,,{589FCD39-3B8A-4F6B-A3E0-B1E5F7002DB2},Y,,,,,,500,550,600,600,600,630,"1,000","1,100",,830,Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030769.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7279,0032286,S/B on-ramp from W/B Durango Dr,,,,,36.30,-115.29,US95,ShortTerm,,{75C12B63-557A-454F-B41F-C863B90DCE55},Y,,,0,,,"9,400","9,700","10,000","8,800","9,700","9,400","9,400","9,850",,"8,900",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0032286.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7282,0031540,N/B on-ramp from E/B Blue Diamond fly over,,,,,36.04,-115.18,IR15,ShortTerm,,{BFCFC34F-CB11-4FE1-9DF9-F299718305FD},Y,,0.00,0,,,,"11,000","12,500","11,500","13,000","13,000","12,500","14,100",,"11,800",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031540.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7285,0031602,290ft N of Elkhorn Rd,Deer Springs Way,Sky Canyon Park Dr,,,36.29,-115.31,Grand Canyon Dr,ShortTerm,,{7A8E40FD-6DD6-43A4-B5F3-9C3A5E4AC670},Y,,0.00,0,,,,,,"4,200","4,200","3,700","4,400","5,400",,"3,850",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031602.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7286,0031546,280ft W of Anthem Pkwy,Beginning of Route,Anthem Pkwy,,,35.94,-115.12,Bicentennial Pkwy,ShortTerm,,{D648F12F-405E-452B-A766-3A342A6929A8},Y,,0.00,0,,,,"6,200","6,100","6,400","7,700","8,400","9,500","9,800",,"8,850",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031546.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7287,0031215,.2 mi N of Elkhorn Rd,Elkhorn Rd,Iron Mountain Rd,,,36.29,-115.23,Torrey Pines Dr,ShortTerm,,{44F8FDAD-784F-45BA-AA35-5C044E87E7B8},Y,,0.00,0,,,,"1,000",900,900,800,740,700,800,,570,Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031215.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7289,0031544,700ft W of Buffalo Dr,Cimarron Rd,S Buffalo Rd,,,36.28,-115.27,Deer Springs Way,ShortTerm,,{6A78BB9A-FE6B-4462-A838-32C9C4C3A0C3},Y,,0.00,0,,,,"1,900","1,900","2,200","2,200","3,400","3,450","3,650",,"3,300",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031544.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7290,0031545,840ft E of Bristlecone Dr,Veterans Memorial Pkwy,Buchanan Blvd,,,35.97,-114.85,Adams Blvd,ShortTerm,,{53BEFAED-B5FA-4D73-9A14-7F8344E9DBEA},Y,,0.00,0,,,,"6,100","6,000","6,300","6,400","7,200","7,500","6,100",,"5,600",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031545.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7326,0031531,S/B on-ramp of the Cactus Intch 'Exit 30',,,,,36.00,-115.18,IR15,ShortTerm,,{1A701FE1-4C84-47C8-ACC4-D72FC87DF9E4},Y,,,,,,,,,950,"1,300","1,400","1,450","1,500",,"1,200",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031531.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7327,0031532,S/B off-ramp of the Cactus Intch 'Exit 30',,,,,36.00,-115.18,IR15,ShortTerm,,{EA7E5535-1675-43B7-B53D-335BBDCBE3FD},Y,,,,,,,,,"14,000","17,000","18,000","18,600","19,700",,"10,200",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031532.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7328,0031534,N/B off-ramp of the Cactus Intch 'Exit 30',,,,,36.00,-115.18,IR15,ShortTerm,,{09144F24-9AF8-47ED-92F2-CED9C9FBDDF9},Y,,,,,,,,,"1,100","1,300","1,300","1,600","1,450",,"1,050",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031534.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7340,0031533,N/B on-ramp of the Cactus Intch 'Exit 30',,,,,36.00,-115.18,IR15,ShortTerm,,{6089D1CA-FC2B-4C09-B717-4CF5242DA12E},Y,,,,,,,,,"16,000","18,000","20,000","16,500","20,800",,"6,350",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031533.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7341,0031535,.1 mi N of the Cactus Intch 'Exit 30 btwn Cactus Ave & Silverado Ranch Blvd,,,,,36.01,-115.18,IR15,ShortTerm,,{4366DABB-1626-4A16-ABD6-0774610DDFA2},Y,,,,,,,,,"104,000","109,000","107,000","117,000","116,000",,"99,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031535.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7350,0031576,S/B on-ramp from W/B Cheyenne Ave,,,,,36.22,-115.25,US95,ShortTerm,,{303736C2-232F-4CBF-8343-19155129EDCC},Y,,0.00,0,,,"4,600","5,400","5,500","6,200","6,200","6,400","6,600","6,300",,"5,400",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031576.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7351,0031538,480ft W of US93,Beginning of Route,US93,,,35.98,-114.85,Canyon Rd,ShortTerm,,{AD585E4D-2A4A-4772-835E-001998797F6D},Y,,0.00,0,,,,"2,100","1,900","2,000","2,000","2,000","1,950","2,150",,"2,400",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031538.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7354,0031001,N/B on-ramp from Martin L King Blvd to US95,,,,,36.18,-115.16,US95,ShortTerm,,{091902AE-81AB-46E4-954C-B0A250300E05},Y,,0.00,0,,,,"4,900","5,600","5,900","6,200","6,350","6,400","6,550",,"5,950",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031001.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7359,0031537,100ft S of SR159 (Charleston Blvd),Wyoming Ave,SR159,,,36.16,-115.15,Casino Center Blvd,ShortTerm,,{229D3883-7F40-4D33-936D-835063AC560E},Y,,0.00,0,,,,950,850,900,"1,200","1,200","2,950","2,600",,"1,600",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031537.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7360,0031662,230ft S of W Dorrell Ln,Centennial Pkwy,Grand Teton Dr,,,36.29,-115.33,Shaumber Rd,ShortTerm,,{99149209-F654-4DA3-9DB0-DED462448F61},Y,,0.00,0,,,,,,"5,800","6,400","6,700","6,800","7,400",,"5,650",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031662.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7361,0031657,525ft N of Deer Springs Way,Deer Springs Way,Grand Teton Dr,,,36.29,-115.30,Fort Apache Rd,ShortTerm,,{203F371C-B353-4F1E-97A4-00E51FDF59C5},Y,,0.00,0,,,,,,"3,100","4,300","5,000","4,950","5,500",,"4,400",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031657.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7362,0031613,300ft S of Craig Rd,Alexander Rd,Lone Mountain Rd,,,36.24,-115.13,N 5th St,ShortTerm,,{08228EBB-676C-40B6-AFF1-87498181B240},Y,"10,000.00","11,000.00","10,000","8,100","8,100","8,000","8,000","8,000","9,300","12,000","16,000","15,800","16,500",,"14,800",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031613.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7365,0031612,580ft N of SR574 (Cheyenne Ave),SR574,Gowan Rd,,,36.22,-115.13,N 5th St,ShortTerm,,{38E46251-1B4D-4F4A-B44D-C765EDEE576E},Y,"14,000.00","16,000.00","12,000","11,000","11,000","11,000","8,100","8,100","11,000","14,000","19,000","19,800","18,400",,"15,900",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031612.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7367,0031556,430ft S of Tropicana Ave,Maule Ave,Trocicana Ave,,,36.10,-115.31,Grand Canyon Dr,ShortTerm,,{F893DE39-D64B-467C-8EFF-922362484596},Y,,0.00,0,,,,,"8,600","8,700","9,500","10,000","9,200","8,750",,"7,300",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031556.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7372,0031616,300ft E of Camino Al Norte,Camino Al Norte,5th St,,,36.26,-115.16,Ann Rd,ShortTerm,,{9EA27143-77AD-4C5F-BE33-A27B623EA5F0},Y,"8,900.00","11,000.00","11,000","11,000","11,000","11,000","11,000","11,000","12,500","17,000","14,000","13,600","15,800",,"12,600",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031616.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7373,0031614,270ft N of El Campo Grande Ave,Ann Rd,Tropical Pkwy,,,36.26,-115.13,5th St,ShortTerm,,{04103790-8D0E-4BFE-9AA1-EE2F2B0B2456},Y,,0.00,0,,,,,,"10,000","10,000","12,000","11,700","13,500",,"12,200",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031614.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7377,0031566,185ft N of Run Dusk Ln,Town Center Dr,Hillpointe Rd,,,36.18,-115.32,Crestdale Ln,ShortTerm,,{32F0B069-4583-488F-A327-16CA5470CF20},Y,,,,,,,,,"1,800","1,700","2,300","2,300","2,400",,"1,400",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031566.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7378,0031617,100ft W of Home Depot Rd,Martin L King Blvd,N 5th St,,,36.24,-115.16,Craig Rd,ShortTerm,,{F2635362-B6BD-4C4B-8FED-F02CA346C07D},Y,,0.00,0,,,,,,"41,500","48,000","51,000","51,000","53,000",,"48,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031617.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7380,0031618,S/B off-ramp of the Blue Diamond Intch 'Exit 33' to WB Blue Diamond,,,,,36.04,-115.18,IR15,ShortTerm,,{A651489A-3097-4AB5-AD52-E29F33C61819},Y,,0.00,0,,,,,,"18,000","19,000","20,000","20,800","21,300",,"16,600",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031618.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7643,0031182,980ft W of Arville St,Decatur Blvd,Dean Martin Dr,,,36.02,-115.21,Serene Ave,ShortTerm,,{B8878A2E-E141-4AB3-96A2-98F66113A5FA},Y,60.00,70.00,70,70,60,60,60,60,60,210,250,270,270,,250,Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031182.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7828,0030831,btwn the Sunset Intch 'Exit 64A' & the Auto Show Intch 'Exit 62',Auto Show Intch.,Sunset Intch,,,36.05,-115.02,IR515,ShortTerm,,{89DEE119-0337-4031-B66A-30317D57034B},Y,"113,000.00","110,000.00","108,000","106,000","106,000","105,000","106,000","103,000","113,000","114,000","111,000","121,000","122,000",,"110,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030831.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8236,0030130,S/B on-ramp of the US93 Intch 'Exit 64',,,,,36.38,-114.89,IR15,ShortTerm,,{D8BDD8B9-8CF5-4968-98DF-48058F533F1D},Y,"2,100.00","1,800.00","1,900","2,200","2,800","2,800","2,300","2,600","2,900","3,000","3,300","3,400","3,500",,"3,150",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030130.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8237,0031627,N/B off-ramp of Centennial Intch 'Exit 91A' to EB CC215,,,,,36.27,-115.26,US95N,ShortTerm,,{82C1D6D8-65C9-4CD0-85F2-E87CC69FEDDD},Y,,,,,,,,,,"8,500","15,000","18,700","19,600",,"15,700",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031627.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8239,0031820,.3 mi E of Losee Rd,Losee Rd,Pecos Rd,,,36.29,-115.11,CC215,ShortTerm,,{F578A226-475F-4AB2-851A-3202598AB9F9},Y,,,,,,,,,,"27,000","33,000","33,000","35,000",,"31,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031820.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8240,0032084,850ft E of Decatur Blvd,Decatur Blvd,Allen Ln,,,36.25,-115.20,Lone Mountain Rd,ShortTerm,,{38ED5C6F-3E71-40E6-8A4A-FD5EB8CBA885},Y,"9,400.00","9,000.00","6,100","57,000","4,900","48,000","6,000","6,500","7,800","8,000","7,000","7,900","8,150",,"6,400",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0032084.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241,0035410,"IR11, 100ft S of Buchanan Blvd (MP 9.8)",Buchanan Blvd,US93,,,35.93,-114.84,IR11,Permanent,,{F09FED1D-DC70-4E3A-89F3-1B2F30E2490D},Y,,,,,,,,,,,,,"16,600",,"13,200",,,ATR,https://gis.nevadadot.com/TrafficInformation/ATR/AADT%20HISTORY/0035410.pdf,Weekly,https://gis.nevadadot.com/TrafficInformation/ATR/ANN%20HOURLY%20TRINA/0035410.pdf,|,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/JAN/0035410.pdf,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/FEB/0035410.pdf,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/MAR/0035410.pdf,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/APR/0035410.pdf,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/MAY/0035410.pdf,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/JUN/0035410.pdf,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/JUL/0035410.pdf,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/AUG/0035410.pdf,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/SEP/0035410.pdf,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/OCT/0035410.pdf,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/NOV/0035410.pdf,https://gis.nevadadot.com/TrafficInformation/ATR/CALENDAR/DEC/0035410.pdf,Monthly
8243,0037000,500ft N of Lone Mountain Rd.,,,,,36.25,-115.19,Allen Ln,ShortTerm,,{6EA2BEE6-2647-4AAE-90B4-86665EF4A5A1},Y,,,,,,,,,,,"6,700","6,000","6,000",,"4,750",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8244,0037001,435ft W of Torrey Pines Dr,US95,Torrey Pines Dr,,,36.26,-115.24,Ann Rd,ShortTerm,,{56E1DCF2-FC7B-44CB-B644-11AC0A188368},Y,,,,,,,,,,,"26,000","24,500","26,300",,"22,800",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037001.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245,0037002,650ft W of Jones Blvd,,,,,36.29,-115.23,Elkhorn Rd,ShortTerm,,{733DAC90-1BA1-4EA9-B0AE-756BF11EF989},Y,,,,,,,,,,,"7,100","7,100","7,800",,"6,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037002.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8246,0037005,400ft E of Durango Dr,,,,,36.34,-115.28,Moccasin Rd,ShortTerm,,{CDEA8DF3-F416-40C6-8A86-8CA6F573E02B},Y,,,,,,,,,,,260,260,280,,190,Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037005.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8247,0037006,200ft E of Pecos Rd.,,,,,36.27,-115.10,Tropical Pkwy,ShortTerm,,{E79A6C8B-36F4-459C-96BE-65FA9C12996D},Y,,,,,,,,,,,"10,000","10,300","12,100",,"10,800",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037006.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8248,0037007,600ft E of Statz St,,,,,36.25,-115.11,Lone Mountain Rd,ShortTerm,,{2BB0E9A8-A52D-4ED8-A2D0-8E4A7752D2B8},Y,,,,,,,,,,,"3,100","4,300","5,350",,"4,800",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037007.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8249,0037009,795ft W of Commerce St,,,,,36.28,-115.15,Centennial Pkwy,ShortTerm,,{AAD1B655-D90F-496F-84D8-47D356850595},Y,,,,,,,,,,,"14,000","13,000","13,300",,"9,250",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8250,0037012,500ft N of Vegas Valley Dr,,,,,36.14,-115.12,Eastern Ave,ShortTerm,,{C3F2FAC4-127C-4C4C-BA51-B05699C44072},Y,,,,,,,,,,,"32,000","35,000","31,500",,"27,800",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8251,0037013,125ft N of Karen Ave,,,,,36.14,-115.08,Lamb Blvd,ShortTerm,,{B67096AF-62C1-41E6-8676-0DD0DD897CAB},Y,,,,,,,,,,,"33,000","32,500","31,000",,"26,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037013.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8252,0037014,80ft E of Pecos Rd,,,,,36.09,-115.10,Hacienda Ave,ShortTerm,,{581AAC86-2055-43CD-BECE-EFB075548D03},Y,,,,,,,,,,,"4,800","4,800","4,850",,"3,750",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8253,0037017,50ft W of Sauasalito Dr,,,,,36.03,-114.96,Palo Verde Dr,ShortTerm,,{38D7C483-DDFB-44A0-AEB0-087C4BDFAE43},Y,,,,,,,,,,,"5,700","6,100","7,400",,"6,450",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8254,0037018,450ft W of Sun City Anthem Dr,,,,,35.96,-115.12,Volunteer Blvd,ShortTerm,,{D9DE772D-CBD1-4970-8347-254F43CDC3ED},Y,,,,,,,,,,,"8,200","9,500","9,900",,"7,400",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8255,0037019,420ft S of Reunion Dr,,,,,35.98,-115.10,Eastern Ave,ShortTerm,,{43708D4D-0F41-4F19-983E-372E0090275D},Y,,,,,,,,,,,"14,000","14,900","14,300",,"12,100",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256,0037022,275ft W of Dean Martin Dr,,,,,36.00,-115.18,Cactus Ave,ShortTerm,,{1143E3F6-E014-46E7-9463-3DBB85D3FB85},Y,,,,,,,,,,,"33,000","30,500","35,000",,"31,500",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8257,0037024,70ft E of Rainbow Blvd,,,,,36.02,-115.24,Serene Ave,ShortTerm,,{635F044E-B7DD-4C61-8A8A-6D0BF386AAFF},Y,,,,,,,,,,,880,950,980,,960,Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0037024.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
